req_count_1m,req_count_5m,avg_req_interval,std_req_interval,burst_max_5s,unique_endpoints,unique_methods,get_ratio,post_ratio,4xx_count,5xx_count,401_count,403_count,404_count,avg_latency,max_latency,bytes_sent,avg_payload_size,failed_auth_count,token_changes,distinct_user_agents,admin_route_hits,sensitive_route_hits
20,31,2991.1726053276975,719.5899066302734,7,11,1,0.833928190720554,0.06345904236447249,0,0,0,0,0,30.675191514812656,282.26506089115037,4757.932512837837,283.74112759708197,0,0,1,0,2
9,86,4844.573908418527,545.8862805963457,4,9,1,0.8160171507129746,0.19956558065793156,0,0,0,0,0,110.22770518436188,201.83423628337707,736.6743646027674,402.99366340675954,0,0,1,0,0
28,33,4580.046613224102,671.1860481085678,4,13,2,0.9251366985725233,0.19713962143968447,0,0,0,0,0,57.95720538188449,21.26060305983039,3635.38410075237,224.6876127400989,0,0,1,0,2
3,19,1697.9333116530738,381.22378631271306,5,3,2,0.7965784209785066,0.08277299490986645,0,0,0,0,0,64.5943653928771,163.51767892449726,2317.2526162695285,161.66370186934563,0,0,1,0,2
12,71,798.5188325259198,674.9494246238155,1,13,1,0.7072534345976199,0.26881818397011503,0,0,0,0,0,99.78946624465134,216.5421556300139,4716.47598231405,404.9794691200822,0,0,1,0,2
13,101,674.3823318259326,264.95746938550496,2,5,2,0.8110656961024116,0.15076749664730862,0,0,0,0,0,47.55685796706287,101.50838954322028,1234.4122205895844,269.8450516398982,0,0,1,0,1
20,78,4461.816887836125,950.8217397643193,2,8,1,0.8940384273523597,0.28107597928365735,0,0,0,0,0,48.26103754823348,163.02676856256284,3938.336317416475,21.236352274399074,0,0,1,0,0
7,74,4501.158487389652,648.4097274712276,7,8,2,0.8249071059838717,0.0073727128702471,0,0,0,0,0,86.4524821781073,294.68446261782015,704.6449905523353,222.5549978001169,0,0,1,0,2
35,79,3264.0770228446295,162.4005604026781,1,1,2,0.7210240120587684,0.21017913696680435,0,0,0,0,1,20.35826829786722,174.93805308578175,3872.7950001482977,125.811422566176,0,1,1,0,2
22,61,587.0720552084867,769.6671645185054,6,1,1,0.991615258756781,0.0659548363891533,0,0,0,0,2,83.3881764753953,96.47868538803596,3203.320374986198,305.9726711149719,0,0,1,0,1
21,15,3584.494191846555,506.8881444339601,5,1,1,0.7929336566368815,0.2825119372724284,0,0,0,0,0,35.39869609464197,226.7179185991123,2205.9035376748966,359.4824348672189,0,0,1,1,0
201,1451,90.14090086916916,3.2372750619189445,41,33,4,0.7442293809658753,0.20700248473502134,225,18,66,19,110,386.81850863966906,1914.2658535742714,11648.505037521481,4532.962806818757,31,12,6,33,34
10,30,4715.985666673524,581.4879186123799,7,9,1,0.9768422406762424,0.10095627540186312,2,0,0,0,0,118.37863392005868,272.13933061516207,3593.412287411985,487.35927723501857,0,0,1,0,2
118,888,32.34637735748635,1.1573661995725244,91,43,3,0.1896277045941206,0.4308751626249293,86,36,59,28,132,418.7298216707514,1485.8556861182453,37652.625667254106,2405.660158801975,15,8,3,20,11
37,9,3055.6394526161566,624.0714886568946,4,12,2,0.7239260013169638,0.20155825922180706,0,0,0,0,0,18.72941740101997,158.49550378367795,4247.128662180511,353.731327390206,0,0,1,2,0
2,101,3589.782088518637,680.2773814188215,2,5,2,0.7730203679852486,0.07228477917056379,0,0,0,0,0,42.491675503479236,111.80092934184049,2974.7303003806533,177.60320733710617,0,0,1,0,1
8,76,851.7741265106905,698.9012788809854,4,13,2,0.8423994358266702,0.029840844401055985,0,0,0,0,0,22.653974167102266,98.04994105285898,552.1700605374842,333.1742396361088,0,0,1,0,1
230,536,58.11737847494685,0.9517607250991761,74,23,3,0.8368668786272065,0.6862714037589803,29,31,71,35,75,569.0297065826232,2221.609506544022,31299.22960967451,7791.270486957472,18,14,3,24,27
4,38,1441.125839194946,393.25650344948053,7,10,1,0.884376593894712,0.14103186725001374,0,0,0,0,0,93.0886510015891,258.9448481390409,4321.3627962514665,43.99825266194829,0,0,1,0,0
39,39,3653.337890375806,685.3423261329028,1,14,2,0.9286650871725123,0.12963090607892017,0,0,0,0,0,39.51073654266122,203.03728970432297,3735.9064257133696,122.9969856955957,0,0,1,0,0
18,73,3952.520294452457,181.75744328379125,1,3,2,0.7019886252676817,0.14723387881257718,0,0,0,0,0,92.99669765447969,63.67431545576405,745.9104253860419,309.453056276536,0,0,1,0,2
14,42,3076.495054816248,880.9374000412794,2,11,1,0.8953762085719774,0.08976301203020455,0,0,0,0,0,48.82309260386769,225.57382487680096,3093.7040527303684,12.046811242831135,0,0,1,0,2
367,1013,23.604661768965283,3.7571556400815895,87,63,4,0.3889836972942978,0.6148465880842002,242,43,34,36,39,697.1468765614845,1976.5169014519302,47864.021741763485,7212.824395362229,71,9,5,20,18
24,56,2317.93552949114,169.7557315459363,3,8,1,0.889131415768816,0.17847790848597922,0,0,0,0,0,35.59299403360177,162.5965340474381,2285.8395688713304,190.89421034105314,0,0,1,0,0
86,840,18.26602332645593,4.63318517220449,77,42,2,0.5269306053126646,0.7041345000300615,231,4,7,27,44,219.87117801261428,2945.009591129191,39334.43602705699,3991.4337024923097,65,5,4,39,30
359,542,11.517350753479477,3.390740242061028,81,65,4,0.43916125346770485,0.22189773753363629,225,19,25,33,122,268.51835378154556,751.294711565793,35890.79720874953,6604.770533805963,38,11,5,39,33
35,52,1471.4735219292081,860.3669531509704,3,3,2,0.8227502875355219,0.036240673235260014,0,0,0,0,0,34.99572967536856,30.79047896240228,4411.763462008555,108.08073188590883,0,0,1,0,2
26,58,770.3296725664776,589.223082967638,6,6,1,0.8370157209334576,0.1084133497991593,0,0,0,0,0,64.94882373218681,189.54498443495808,290.4510242663251,164.05320998781576,0,0,1,0,0
30,64,4768.82912535659,388.72591496840414,4,9,1,0.7995356180260544,0.07385383707546232,0,0,0,0,0,20.219684656529402,194.17814375180225,3896.041564614798,393.29473027220405,0,0,1,0,2
16,76,2875.2478569569703,572.6473329096252,2,4,1,0.9340009057892544,0.22895768778027437,0,0,0,0,0,11.730828600366895,105.88508045374036,1900.896370756719,144.91917418328987,0,0,1,0,1
17,9,3111.7781338640957,406.31390368987246,1,4,1,0.7631090144452564,0.19056310348339148,0,0,0,0,0,78.99421273236271,135.52491199733865,3227.8089704127383,42.50175417860602,0,0,1,0,0
17,117,2126.1299149308643,545.1625930310582,5,1,2,0.7358367435829015,0.12342857452254048,0,0,0,0,0,84.54822356722977,122.56946818761752,2980.0828097959406,0.5172853296014912,0,0,1,1,0
13,29,3609.613747180297,131.99428897554122,5,8,1,0.7571555857224479,0.28782539120516093,0,0,0,0,0,16.241493099725506,32.179931072241814,1858.2239816388637,437.416128580027,0,0,1,0,0
23,35,1919.340816736138,362.5098823794155,6,14,2,0.7790201473700876,0.2476885863288255,0,0,0,0,0,77.17084130522235,71.6443744544319,1103.6678548952623,491.693767660375,0,0,1,0,1
39,80,4122.598076785254,13.185222474027892,2,8,1,0.7159926744849345,0.1461295752355019,0,0,0,0,0,30.53823694255081,174.35260737178638,4538.302727572249,235.7914398210018,0,0,1,0,2
11,62,1250.9981076789925,970.1945974418671,1,10,1,0.8891216721510915,0.1583484729919928,0,0,0,0,0,69.83707369946245,229.72653402862298,2363.7940457404225,246.17068520053408,0,1,1,0,2
139,455,37.57697680901608,1.7052573864299774,71,38,2,0.7854882861714919,0.2248327652225741,27,17,94,18,30,754.2090200760962,1106.083906515279,46480.29895284125,3478.463138574084,16,4,4,14,28
36,81,1936.4626881930053,733.5383797140945,3,13,1,0.9115291441891241,0.1053127377774082,0,0,0,0,0,63.61568626098758,295.3919275186027,1949.1892548397489,117.02484671912345,0,0,1,0,0
380,722,8.570467408343347,3.307741139348523,73,28,3,0.22694417037619363,0.5169680916903763,155,4,24,31,62,620.0258562992061,2136.556023177177,20867.149875092404,7377.692429864942,92,14,8,22,27
29,6,1650.2915771095434,939.313432744696,3,5,2,0.837087011441257,0.16117544486891702,0,0,0,0,0,103.80967891731694,72.17220911239943,300.6068566368222,2.4801973018466206,0,0,1,0,1
16,105,1671.4346975860226,518.1691152521496,3,3,1,0.8359931529862302,0.2526257539050625,0,0,0,0,0,53.96128177929073,234.08238249713136,4517.947672948494,393.70202036638625,0,0,2,0,2
3,39,1888.6315277762276,166.44984142982733,2,3,1,0.7074754012460662,0.11019216927653695,0,0,0,0,0,94.8817812344282,28.16355960437502,910.3136091936918,430.50014720695873,0,0,1,0,1
8,62,521.7983181743027,740.500906740207,5,14,1,0.7365780099890012,0.09556687083951833,0,0,0,0,0,81.81171632937476,282.6245097854749,2277.970943240533,167.00493515167614,0,0,1,0,1
24,100,3583.7623710398884,259.6289690238968,4,2,2,0.7856835252795601,0.057329108252288506,0,0,0,0,0,84.33650031810139,137.5483773622676,2980.840858876224,459.113926927985,0,0,1,0,1
30,59,1438.223787018082,83.70318582687358,4,5,2,0.7624828101570954,0.21059671831103147,2,0,0,0,0,104.75012731355966,67.95042913139699,1961.3880787711012,187.62750715762493,0,0,1,0,0
16,47,2582.0066913157207,820.8650318454979,3,14,2,0.9183924714522591,0.24215698507121486,0,0,1,0,0,78.81605082211657,190.0818368952685,3305.764840003366,48.143443480484606,0,0,1,0,2
5,79,530.3766982093103,969.883926600958,3,7,1,0.773590082341627,0.1190642491657346,0,0,0,0,0,18.636190066607952,148.98736799350996,3226.1860663781326,300.3462735077629,0,0,1,0,1
14,20,1649.8883273427825,311.69745441739593,6,14,2,0.9848088383028207,0.1833662410994413,0,0,0,0,0,116.48226707649894,156.0928990765828,158.4328860149161,235.15474621054378,0,0,1,0,2
120,321,19.251015008218623,4.2232878998285175,31,54,2,0.5655944723634891,0.48138761490085813,98,10,41,43,101,517.7803596447573,887.6895668817101,47087.97469042223,4965.810642618898,94,7,8,23,48
37,106,3169.1662550239344,706.9730585290173,2,2,2,0.7931966824517621,0.058880730394051145,0,0,0,0,0,25.00799285674203,270.53296970572217,2539.0254220566794,164.5215551447411,0,1,1,0,0
30,97,1515.032349671032,334.65332218469,2,2,1,0.888271311599904,0.23353176649519342,0,0,0,0,0,94.22856127411136,230.11953815502255,2186.5663689248727,252.77840271427038,0,0,1,0,1
21,48,2950.6013014636524,725.7200469247774,6,3,1,0.8901290271444766,0.0448830014025227,0,0,0,0,0,76.33243210825924,45.14920010326816,3615.0511047379637,63.756754010124986,0,0,1,0,2
12,42,1149.1565191470772,596.6739560022876,1,1,2,0.9525185730345604,0.2676927327907864,0,0,0,0,0,31.015221146043988,227.89748781380402,2235.2040442211774,273.0401731750692,0,0,1,0,0
39,14,3616.544771596474,972.6961837587762,3,1,2,0.7752163094168366,0.1182419906788013,1,0,0,0,0,10.502790169916194,266.8286435026701,1690.4660020581487,197.39995252153204,0,0,1,0,1
17,110,4853.511320188788,514.425858849489,3,3,1,0.962743288170085,0.09182082665000955,0,0,0,0,0,37.025293680574634,232.8355894390304,765.0076104216572,29.249464434692896,0,0,1,0,2
27,94,1600.5530826632823,521.4057711248854,6,13,1,0.9214942997088504,0.2595112736206742,0,0,0,0,0,90.37260998744989,237.95880682869648,2661.6576257542447,89.63224348715399,0,0,1,0,2
3,100,3344.061395630446,263.6424158870742,3,1,1,0.8810100576334102,0.26498141227865335,0,0,0,0,0,27.417519251155504,256.60136410151665,367.0493769506023,389.554559365313,0,0,1,0,2
30,51,3928.3932313733894,715.9475590334321,7,4,1,0.7363823112153055,0.19509866170228674,0,0,0,0,0,31.105911982273184,230.5377492615575,979.1727753562202,421.31630422813595,0,0,1,0,1
16,13,3986.435300520271,757.500762058366,2,4,2,0.8917379480235106,0.26541197588920074,0,0,0,0,0,10.157161764934084,227.55752722365355,4821.803289043069,121.43315373966595,0,1,1,0,1
33,96,2473.621639953697,586.7750465123719,3,11,1,0.908182687005465,0.1513422986762832,0,0,0,0,0,28.728247815363837,147.0117486687858,3007.669538532909,422.73004469077506,0,0,1,0,0
31,15,4214.66296553731,434.56746062724216,1,6,2,0.8689725765991969,0.2134186428839159,0,0,0,0,0,31.093361986082535,71.63157209616618,2489.877036160939,333.3734588293185,0,0,2,0,0
34,11,902.0207243633902,617.6107476107642,3,10,2,0.9749073556530239,0.2602955993700512,0,0,0,0,0,43.91286035170293,86.17225583226981,1937.161254711905,382.83386479708554,0,0,1,0,2
33,33,3560.7841419909355,974.2623922322639,6,7,2,0.9300858806937249,0.2926876392404608,0,0,0,0,0,23.013405551722908,98.37311927736451,638.7293315577842,214.12665752342548,0,0,1,0,0
8,97,2123.079840786626,193.58678124653645,7,11,2,0.8198302239633563,0.1854331442563574,0,0,0,0,0,68.0707611168144,97.28410840847788,3558.8422233899523,295.0913484417632,0,0,1,0,2
24,20,4032.5019757766368,220.9050409997381,6,2,1,0.8592253776721044,0.18207938685953973,0,0,0,0,0,72.89153557020474,109.35067994140337,535.0333051057033,64.30855099507887,0,0,1,0,1
38,107,2437.784007419803,821.0814422696409,5,13,2,0.9900811350991319,0.08613144703799933,0,0,0,0,0,73.19593919375978,63.794969429180355,112.78758576902965,201.8136855866346,0,0,1,0,1
38,115,2185.758737948062,649.822858825919,5,3,2,0.7795505405226151,0.23681697041402086,1,0,0,0,0,60.69714093481213,40.32005773874837,3351.8835647625483,452.0972877345665,0,0,1,0,2
13,35,1586.1335550804897,540.8877911361741,2,10,2,0.8225585551329545,0.28562739090615435,0,0,0,0,0,72.49999530587394,48.71463420018249,4102.652555163297,328.464768577878,0,0,1,0,1
21,26,1682.940258336189,626.9395797688478,7,8,2,0.8160183396376413,0.15465769826853,0,0,0,0,0,36.912099381849785,282.37869688807655,543.2157695521314,24.607191806978513,0,0,1,0,0
17,18,2584.060896624579,591.3681582129739,1,3,1,0.8308801621167251,0.11741576935704043,0,0,0,0,0,44.07354970554952,284.39135748829415,1362.0248433885251,461.10133416038065,0,0,1,0,1
4,70,2718.937199928478,433.26998640364707,4,12,1,0.7153479010717126,0.184178415285647,2,0,0,0,0,89.47143567470316,164.23406426587457,1782.0444090105273,407.50236310528214,0,0,1,0,1
35,32,3917.9155129198584,595.9289193120599,6,8,1,0.966266331940578,0.08062960061873171,0,0,0,0,0,115.7313241013724,161.93342434499206,3618.743376288045,98.01241221381673,0,1,1,0,1
6,94,2346.8631759434966,726.6139340524658,2,11,2,0.7067081104188668,0.09612035281762216,2,0,0,0,0,92.82742051525788,284.8146586045282,2275.0392949911047,72.25150827742787,0,0,1,0,1
136,336,78.85652766962167,2.897195248429438,86,74,4,0.8402685405759015,0.1941699769311807,94,27,97,13,128,346.78419437225256,467.2142676823746,3659.0073712731946,7297.293550419747,64,4,4,19,43
298,594,57.55329145624878,4.718687468978989,88,58,2,0.2901046404100619,0.8581139670258101,296,4,41,30,24,346.96038792854375,2576.8127782447946,20541.49387454786,4976.054139828353,14,13,5,10,29
3,97,3070.566071275504,952.6776525156187,5,2,2,0.8990733281130557,0.06456908394741875,0,0,0,0,0,69.67345602495536,236.5490708748495,4672.291662967404,265.72889937014554,0,0,1,0,2
37,27,856.4607520863942,562.2807262346718,7,14,2,0.7170535177653976,0.17909371682340944,0,0,0,0,0,24.57160300222893,197.4020615906476,982.0360769326046,452.9263372338241,0,0,1,0,0
3,80,4998.688081938972,136.01563071617088,7,2,1,0.9073452424930933,0.1270353131362647,0,0,1,0,0,70.29474317616243,85.50061894823851,4686.16470410983,316.25339098217967,0,0,1,0,1
280,393,28.856689617742823,1.3681513622310155,22,76,2,0.2918447790019941,0.17003712468991133,16,40,38,31,122,787.2070853343741,1079.590070519774,43288.30238984105,6936.2420935540395,91,13,3,34,30
5,27,2689.0334229075415,298.42102942751717,1,9,1,0.8229117209928938,0.24087747723019381,0,0,0,0,0,98.67632701457623,189.9349267605392,1224.6450360298268,301.5476213577874,0,0,1,0,2
22,9,2775.274124927767,500.27098820483724,2,9,2,0.847248726704762,0.0819322744532186,0,0,0,0,0,74.68108544586245,280.5073438837189,1380.6567141048622,139.3517650172572,0,0,1,0,1
11,21,3355.8373698119344,129.75047682981022,5,11,1,0.7818664411542557,0.08328756117024753,0,0,0,0,0,76.60318443112685,69.22508300352123,4971.205232288421,232.0593960686702,0,0,2,0,1
15,112,3117.0858387039716,543.1021287829201,2,12,2,0.7609618025883292,0.26911311477719685,0,0,0,0,0,26.179261681076703,153.28850928974742,3096.7010880247794,221.92100940871123,0,0,1,0,0
36,114,4796.4141604025845,974.5707928854371,1,11,2,0.7005730359527859,0.28667587131870925,0,0,1,0,0,36.49763174774081,170.39886973214334,1461.061407801177,173.74906998085987,0,0,1,0,1
234,567,55.7971589632098,0.8517745146606653,97,26,4,0.18281629067870508,0.2866130001240331,111,20,11,18,120,120.14260604695285,1112.7042154736582,37432.34176626313,6068.533620898316,90,9,5,34,44
13,82,1413.903052700783,430.16304175234166,1,12,2,0.9824367286350247,0.027249723454615037,0,0,0,0,0,29.198380468510187,84.64308782951211,1686.8607422329962,190.73024996251058,0,0,1,0,1
27,47,776.6687169960169,633.9481042292648,7,14,2,0.9223027982766585,0.24393013055893772,0,0,0,0,0,40.17211820883362,178.37968642302198,2244.9576388791693,140.20311146621395,0,0,1,0,2
30,77,2991.8488870421716,109.08767044277045,1,3,2,0.9816772812820166,0.08103065193526837,0,0,0,0,0,105.97162432855706,225.57136592302197,4162.0068411545,34.94455346186476,0,0,1,0,0
17,76,2834.49096236896,228.00374178816932,2,13,2,0.7014770608743514,0.2894732375502887,0,0,0,0,0,24.1561486925634,109.68264018588208,1034.5355953361832,413.7565736103851,0,0,1,0,2
24,30,3074.029054255027,118.41570516505853,7,11,2,0.8199709318444396,0.2441878423487155,0,0,0,0,0,101.09281289402061,138.76909398908742,4071.8863122539137,282.55964803194377,0,0,1,0,1
2,18,1691.4650880808424,530.5680910105267,6,7,2,0.9355967062702524,0.07629276085017453,0,0,0,0,0,45.12396581420744,173.31146285748193,2095.5711573595536,247.64273599466068,0,0,1,0,0
36,17,4036.27322092317,236.41058382248508,7,10,1,0.9453906640329477,0.06309370638944427,0,0,0,0,0,34.722241751176355,203.63830657630098,1794.5953611990628,339.0639828909136,0,0,1,0,0
139,826,29.46800874894912,2.0786916462519365,95,52,3,0.10383972410857334,0.283712585415024,171,42,25,38,82,258.00568107312677,2456.2793262254654,34046.56850861742,712.1781173025672,91,4,9,36,26
11,30,1602.625732261104,847.4822004802571,6,4,2,0.7488917929103811,0.05001388665414181,0,0,0,0,0,66.5498445322543,52.35163779303571,4936.728531167763,177.5582853145675,0,0,1,0,2
38,12,1593.3061054495017,830.8868387250949,3,6,2,0.8203654653060253,0.2602189407299541,0,0,0,0,0,81.0224481397903,79.66304861704096,1326.3465646727045,374.42366283701045,0,1,1,0,1
124,284,13.975134803683805,2.925307160652392,49,55,2,0.509104698980772,0.6922552920070159,56,16,54,35,25,298.6616614430462,763.1194050601055,37916.74180583269,4626.406607535171,85,13,7,21,27
33,97,1429.2730137604774,224.2459614990348,2,13,1,0.8590170811638002,0.18827995410738124,0,0,0,0,0,74.47266502955299,278.3453995577872,2111.5670075965963,359.5254163297101,0,0,1,0,0
24,70,1910.8013166335074,123.04284740935618,5,13,1,0.811197773286297,0.027697307922709257,0,0,0,0,0,86.7720988084882,256.1969208776338,1405.8326672203175,180.91320400954442,0,0,1,0,0
64,1187,70.54469388074821,2.027278902058802,26,56,2,0.8661252836014427,0.522203614955376,266,22,43,9,53,80.65581266449583,2663.3960523710703,41363.37504025529,5056.677316839579,57,5,9,6,39
30,113,2319.478036554029,625.8432038008747,3,9,1,0.9097414856201846,0.07226011982439458,0,0,0,0,0,34.1237280878102,290.0221895736523,4460.63400800182,153.79973737161723,0,0,1,0,2
24,26,1376.3518663677842,398.35108377591075,2,10,1,0.7991911748937274,0.23014183601834204,0,0,0,0,0,96.15130619166966,185.20595155835312,2240.7701534682597,73.18584346366002,0,0,1,0,1
35,11,1987.4695794681945,720.9909531737422,7,4,2,0.9347582192641403,0.19994830302593752,0,0,0,0,0,15.897538591288294,127.9722872669566,3439.1535661517023,101.31492202561859,0,0,1,0,1
5,93,1608.7812502185668,192.454153595433,6,12,1,0.8073315728195949,0.05939924934113881,0,0,0,0,0,68.49085226883051,279.5576459597371,1373.862893689743,110.45052755839984,0,0,1,0,1
29,40,2657.3295839738444,705.3625591748342,4,8,1,0.9148973817460774,0.007801293296165801,0,0,0,0,0,87.90818386206337,267.6466031267562,1915.4467802479767,401.8200679402238,0,0,1,0,1
6,39,3749.663529256118,942.1166822332552,5,3,2,0.9154230393873102,0.25940696909327116,0,0,0,0,0,59.60031581361842,141.7524818025189,1436.8440386714278,153.64010730603934,0,1,1,0,0
36,68,2036.6788262950633,302.30714493766914,5,8,1,0.9615090481608297,0.09554313882886885,0,0,0,0,0,22.06813839819352,98.82876171524592,1946.8346148702683,138.02749021190834,0,0,1,0,2
23,87,2910.1266725262026,623.1374177835796,2,13,1,0.7415738637075605,0.23443062471347298,0,0,0,0,0,93.2486995735712,277.6943687038256,2276.599921288816,402.053120440491,0,0,1,0,0
13,44,1399.8012751422457,558.6963016511341,3,14,2,0.8671923668162593,0.01138317820582656,0,0,0,0,0,56.199876310284246,282.4908765454454,3139.561173692519,252.64655888231107,0,0,1,0,2
194,1305,86.58898115937758,1.2386303466177635,21,28,3,0.5288871753585511,0.7755254262939606,108,6,53,28,26,743.0366418719788,860.5846455514336,44466.82751375256,3574.249245613572,56,6,6,21,10
28,56,4871.118484404614,81.09801590771787,2,4,2,0.7618315901991739,0.20912002642898983,0,0,0,0,0,33.01838051735637,66.42368079786166,4413.125742269509,238.655380700914,0,0,1,0,0
3,97,4202.5930128538375,621.6944499559895,6,6,2,0.9287785701283688,0.042105106505048374,0,0,0,0,0,113.42565816484003,248.38020702998762,1040.573313728163,231.06211962882324,0,0,1,0,1
18,53,2302.3858559055566,608.2043366581083,3,2,1,0.764647578629068,0.2243639026926941,0,0,0,0,0,55.15870123817508,201.74988872098663,3344.27963865676,126.94341702571677,0,0,1,0,1
28,21,668.4483813144918,712.7331271413386,4,7,2,0.9239548834160549,0.07097980645385722,0,0,0,0,0,51.933775501599236,101.49749940428111,1987.700971759334,4.856506778262992,0,0,1,0,1
29,34,3727.5295293474496,604.6029773729007,4,10,2,0.838678749500789,0.004299594404152951,0,0,0,0,0,17.692397926301027,284.7770109512532,3788.0088792075585,273.2936666773928,0,0,1,0,1
16,107,2358.309891675587,998.4143839067826,6,10,2,0.9258954319851699,0.0066053444121095374,0,0,0,0,0,79.15902678323894,153.78037185537076,4694.74531647384,331.13153563109773,0,0,1,0,0
5,108,2882.708263419725,198.92370883807774,6,11,2,0.7417269382457183,0.09872043025159627,0,0,0,0,0,12.346923691453851,203.36709765813382,2367.2316433670235,231.4800931542192,0,0,1,0,0
23,66,4855.471150603686,67.53379034161642,5,7,2,0.9556843320638276,0.21205114632825836,0,0,0,0,0,91.77720418879498,177.34835059279854,4478.6941687927865,215.1524829177962,0,0,1,0,0
30,8,1604.718514348695,255.16871740858113,1,3,2,0.9380431909512503,0.26653683389058946,0,0,0,0,0,59.12942422342906,136.7404542821451,1057.9599642011362,162.14050772629975,0,0,1,0,1
39,84,2929.0399695819992,406.0757057996001,2,13,2,0.934349582995359,0.21907674528167892,0,0,0,0,0,114.26837448924626,120.64818974578499,1634.3412888275536,420.2894604345778,0,0,1,0,1
19,84,2616.916687514572,491.89093406786617,1,13,2,0.8916973756634657,0.2456259279508796,0,0,0,0,0,70.12383881784909,194.11346219668803,2276.828226475706,461.16981407880104,0,0,1,0,2
21,92,4574.426554918723,227.03167581140102,7,5,2,0.8226240087103442,0.2050873680160519,0,0,0,0,0,84.89257503194261,273.5469581500704,4811.434248539877,493.85105101860756,0,0,1,0,1
28,67,1813.5788031696536,517.6579760062764,4,6,2,0.7312628085208164,0.24288296273669052,0,0,0,0,0,51.45146348009293,284.99979061731193,645.335229215199,307.3564209237637,0,0,1,0,2
32,51,4362.689252514574,143.64879320974302,5,12,2,0.9808266782324997,0.031885442972837,0,0,0,0,0,34.18719861985143,255.96308826492978,894.4435627872681,219.6962197505689,0,0,1,0,1
16,8,3354.454233255982,946.8296318158838,5,8,2,0.9536033440274534,0.12643205650525854,0,0,0,0,0,90.91516999851915,22.03817097513813,1026.9532058383907,421.52898865405115,0,0,1,0,0
10,116,775.1515743389023,755.7974168198965,4,11,2,0.8711121446099084,0.18691440274862367,0,0,1,0,0,99.61400906004691,78.7278696690231,4443.779725518215,425.6999229222121,0,0,1,1,2
29,28,2768.630793237843,658.9294730729508,3,14,1,0.9455882913843986,0.17072104288319162,0,0,0,0,0,79.46095065842285,36.48473433708379,2829.9397035795578,53.834875248650825,0,0,1,0,1
35,107,3376.758599437905,151.06899946182892,6,8,2,0.9560427898407386,0.2346016730195649,0,0,0,0,0,81.75444734377884,93.99511294586087,4612.549674486056,175.7832102720171,0,0,1,0,1
31,74,710.0870850684978,960.2184575829059,5,11,1,0.9334320559419576,0.14906728201417027,0,0,0,0,0,95.45803160497235,253.52072727288467,4026.3296233825818,164.26680982914255,0,0,1,0,2
277,1139,42.360054597170624,4.554074137797772,89,32,4,0.6502982466176558,0.5872141044000774,160,49,78,36,65,196.58988473089232,1662.4656214662427,35079.01775295667,634.0973848665203,21,9,8,19,38
3,69,4699.249802626639,820.8610709544894,7,5,1,0.8919461005647858,0.04975603551677884,0,0,0,0,0,103.20853635462397,181.77066971061424,3334.352169037876,1.184660664746373,0,0,1,0,1
34,86,4121.923322708434,239.29079466938578,7,14,1,0.8493652495035617,0.28476021336659635,0,0,0,0,0,117.11220187244116,278.9416004621584,2012.0225463721404,205.6364681961406,0,0,1,0,2
13,116,1349.1969399534416,502.67283878542605,4,4,1,0.7526659596094011,0.21878424347776224,0,0,0,0,0,92.65755356650936,297.3985849322189,918.2254618541094,431.49454984703436,0,0,1,0,2
13,8,1813.145654843991,472.28691658026435,5,1,2,0.7460423614590332,0.2704801698388995,0,0,0,0,0,90.69273911429379,132.5821983525674,3920.2484219530947,30.38663827107979,0,0,1,0,2
217,603,20.74506630997623,4.012120885037236,70,76,2,0.7155558937525421,0.6144656281864891,226,45,42,31,101,638.1229386696268,2976.9463830829814,16024.903093117106,5654.884322974987,97,6,9,9,12
28,100,1069.9923417942755,572.7352888456243,7,7,2,0.8473215493659604,0.22175411646556079,0,0,0,0,0,55.64684807549878,121.23500220240739,1686.4738970898345,387.54836644583327,0,0,1,0,0
23,29,2171.9899556450496,823.4694408836123,6,6,1,0.9089725490854145,0.14615228596072916,1,0,0,0,0,89.51401102716753,56.618679780134244,1753.7576104740772,243.10490339391927,0,0,1,1,1
236,1442,53.61570200292293,0.25886470278808027,83,29,4,0.2503895186213086,0.7498176669117372,28,9,33,11,79,288.79521221290474,901.5379183396717,23321.3403230751,2537.880964271476,49,11,9,20,38
232,595,44.0697786677249,1.034439802826002,69,19,2,0.7882008186487228,0.31982711210593506,277,35,56,10,41,516.853936733329,2577.6135157503013,2347.7473913695485,6028.660397576688,88,13,5,9,47
6,104,4358.636006338667,68.78886677923867,2,6,1,0.9927126726339847,0.05099697124215572,0,0,0,0,0,17.329797961835588,230.03269823670934,707.3429674726185,431.660470428157,0,0,1,0,2
15,111,1094.1471489496307,656.8478476186348,1,6,1,0.8720358918352032,0.13958545189458624,0,0,0,0,0,82.09145208662424,125.3844735577892,3899.3617512248798,33.85107278889682,0,0,1,0,2
35,56,2164.053980161704,166.23841656368617,1,11,1,0.830511704726297,0.08904618687602214,0,0,0,0,0,61.01890303050631,149.41275861019244,3796.081961154782,153.56316620674005,0,0,1,0,1
13,93,549.488801210864,963.3229796610219,3,4,2,0.761356692282439,0.01707931395480643,0,0,0,0,0,26.327241139062586,231.4967404441771,4572.9340250617715,118.26358571788498,0,0,1,0,0
27,7,3392.7730980737147,388.78466737815285,4,3,1,0.733045293636521,0.09245745705175916,0,0,0,0,0,12.905540385992067,148.44579433445833,1821.9598087481902,91.07108003267867,0,0,1,0,0
